tweet_id,retweet_count,favorite_count
731156023742988288,1243,3766
730924654643314689,1937,6027
730573383004487680,2090,4801
730427201120833536,1022,3423
730211855403241472,1039,3747
730196704625098752,1855,4744
729854734790754305,1100,3954
729838605770891264,373,1689
729823566028484608,1222,3898
729463711119904772,2268,5682
729113531270991872,315,1840
728986383096946689,803,3081
728760639972315136,1662,4584
728751179681943552,664,2709
728653952833728512,1014,3251
728409960103686147,1952,4814
728387165835677696,943,3634
728046963732717569,1174,4219
728035342121635841,1632,4479
728015554473250816,1083,4039
727685679342333952,628,2908
727644517743104000,1709,5747
727524757080539137,1191,4389
727314416056803329,721,3275
727286334147182592,794,2998
727175381690781696,1355,3845
727155742655025152,1298,3555
726935089318363137,2383,6734
726887082820554753,1492,3761
726828223124897792,980,3491
726224900189511680,1119,4343
725842289046749185,2609,6935
725786712245440512,1339,4095
725729321944506368,1744,5106
725458796924002305,603,1393
724983749226668032,1281,3657
724771698126512129,622,2303
724405726123311104,1614,5183
724049859469295616,1739,4246
724046343203856385,544,2608
724004602748780546,1506,4109
723912936180330496,1208,3809
723688335806480385,2869,7517
723673163800948736,869,2958
723179728551723008,1821,5204
722974582966214656,1529,4023
722613351520608256,1600,4869
721503162398597120,1788,4529
721001180231503872,597,2483
720785406564900865,751,3049
720775346191278080,645,2410
720415127506415616,1465,4043
720389942216527872,2443,6237
720340705894408192,955,2808
720059472081784833,1101,3787
720043174954147842,1959,4819
719991154352222208,1697,4747
719704490224398336,1393,4449
719551379208073216,1853,4949
719367763014393856,727,2745
719339463458033665,1205,4351
719332531645071360,926,3361
718971898235854848,1050,3417
718939241951195136,1717,5151
718631497683582976,7851,18521
718613305783398402,472,2393
718540630683709445,995,2408
718460005985447936,513,2647
718454725339934721,1479,4769
718246886998687744,487,1872
718234618122661888,964,3792
717841801130979328,591,2404
717790033953034240,1087,2821
717537687239008257,1810,5660
717428917016076293,435,1583
717421804990701568,821,3102
717047459982213120,1880,6174
717009362452090881,941,3183
716802964044845056,1145,4201
716791146589110272,1543,8022
716730379797970944,416,1208
716447146686459905,5735,12800
716439118184652801,203,2335
716285507865542656,1030,2716
716080869887381504,1855,6645
715928423106027520,859,3132
715758151270801409,1403,3655
715733265223708672,1651,4566
715704790270025728,557,2736
715696743237730304,1263,3836
715680795826982913,1573,4215
715360349751484417,1528,5368
715342466308784130,680,2989
715220193576927233,635,2377
715200624753819648,1837,5041
715009755312439296,1197,4068
714982300363173890,1011,3659
714962719905021952,4160,7208
714957620017307648,1379,4059
714631576617938945,971,3211
714606013974974464,904,3556
714485234495041536,1102,2625
714258258790387713,708,2977
714251586676113411,820,3208
714214115368108032,851,2230
714141408463036416,1366,4241
713919462244790272,777,3232
713909862279876608,527,1862
713900603437621249,723,2781
713761197720473600,1339,4770
713411074226274305,1273,4356
713177543487135744,2780,7084
713175907180089344,1443,4374
712809025985978368,6587,18710
712717840512598017,4864,12105
712668654853337088,1189,4103
712438159032893441,1534,5222
712309440758808576,25,238
712097430750289920,1013,3711
712092745624633345,866,2886
712085617388212225,475,3215
712065007010385924,609,2223
711998809858043904,125,0
711968124745228288,2250,7903
711743778164514816,968,2785
711732680602345472,4012,8663
711694788429553666,17953,32266
711652651650457602,896,3787
711363825979756544,1108,3581
711306686208872448,721,3240
711008018775851008,599,2946
710997087345876993,1359,4483
710844581445812225,672,2499
710833117892898816,520,2639
710658690886586372,547,2265
710609963652087808,2325,4716
710588934686908417,1822,4449
710296729921429505,720,2331
710283270106132480,511,2108
710272297844797440,1229,4449
710269109699739648,1092,2350
710153181850935296,875,2854
710140971284037632,860,2705
710117014656950272,1947,5378
709918798883774466,1069,3429
709901256215666688,99,650
709852847387627521,1177,3459
709566166965075968,1179,3480
709556954897764353,1050,3227
709519240576036864,233,1468
709449600415961088,559,2176
709409458133323776,669,2566
709225125749587968,563,2373
709207347839836162,5658,12286
709198395643068416,631,2396
709179584944730112,659,1966
709158332880297985,408,2003
709042156699303936,1596,4650
708853462201716736,648,1769
708845821941387268,879,2927
708834316713893888,491,1652
708810915978854401,6778,16174
708738143638450176,792,2703
708711088997666817,703,2491
708479650088034305,668,2501
708469915515297792,801,3050
708400866336894977,9850,15692
708356463048204288,1289,3514
708349470027751425,722,2305
708149363256774660,1526,4213
708130923141795840,837,3319
708119489313951744,963,2648
708109389455101952,542,1916
708026248782585858,1895,4321
707995814724026368,1106,3078
707983188426153984,2,49
707969809498152960,950,2651
707776935007539200,941,3226
707741517457260545,602,2442
707738799544082433,2412,4011
707693576495472641,967,3338
707629649552134146,855,2532
707610948723478529,6223,16677
707420581654872064,681,2230
707411934438625280,587,2262
707387676719185920,1261,3438
707377100785885184,1072,3221
707315916783140866,631,2431
707297311098011648,768,2722
707059547140169728,659,2549
707038192327901184,770,2151
707021089608753152,1330,4008
707014260413456384,586,2271
706904523814649856,7702,14323
706901761596989440,580,2017
706681918348251136,959,3249
706644897839910912,1069,2527
706593038911545345,620,2119
706538006853918722,1405,3417
706516534877929472,1019,3065
706346369204748288,906,3393
706310011488698368,7763,20946
706291001778950144,471,1668
706265994973601792,920,2685
706169069255446529,2163,3839
706166467411222528,1575,5075
706153300320784384,380,1458
705975130514706432,718,3054
705970349788291072,879,3118
705898680587526145,539,2323
705786532653883392,508,1900
705591895322394625,1128,3115
705475953783398401,891,2905
705442520700944385,1593,4357
705428427625635840,1648,3752
705239209544720384,737,2952
705223444686888960,784,2546
705102439679201280,508,2106
705066031337840642,611,2151
704871453724954624,1095,4214
704859558691414016,530,2218
704847917308362754,1496,4984
704819833553219584,966,2596
704761120771465216,2875,6535
704499785726889984,996,2865
704491224099647488,76,741
704480331685040129,1050,3335
704364645503647744,3479,7854
704347321748819968,344,1554
704134088924532736,449,1480
704113298707505153,563,1819
704054845121142784,897,2877
703774238772166656,451,1815
703769065844768768,1127,3219
703631701117943808,671,2533
703611486317502464,1500,3779
703425003149250560,1345,3746
703407252292673536,683,2398
703382836347330562,1122,3458
703356393781329922,379,1881
703268521220972544,539,1950
703079050210877440,3010,7272
703041949650034688,12235,25913
702932127499816960,711,2537
702899151802126337,446,1589
702684942141153280,1057,3174
702671118226825216,550,2166
702598099714314240,3370,12042
702539513671897089,944,2839
702332542343577600,1522,3129
702321140488925184,1025,3225
702276748847800320,755,2424
702217446468493312,1318,4694
701981390485725185,970,3391
701952816642965504,1005,3793
701889187134500865,1362,3482
701805642395348998,1642,3353
701601587219795968,442,2066
701570477911896070,910,2770
701545186879471618,599,2621
701214700881756160,4999,12009
700890391244103680,558,2190
700864154249383937,610,2555
700847567345688576,494,2412
700796979434098688,921,2400
700747788515020802,9107,22478
700518061187723268,785,2567
700505138482569216,556,2257
700462010979500032,1757,4062
700167517596164096,717,2595
700151421916807169,659,2210
700143752053182464,2662,7408
700062718104104960,677,2610
700029284593901568,576,2044
700002074055016451,1314,3266
699801817392291840,934,3009
699788877217865730,500,2198
699779630832685056,1210,2697
699775878809702401,595,1934
699691744225525762,4526,10120
699446877801091073,2565,5856
699434518667751424,504,2131
699423671849451520,320,1337
699413908797464576,618,2047
699370870310113280,431,1861
699323444782047232,850,3097
699088579889332224,622,2214
699079609774645248,643,2412
699072405256409088,1173,2922
699060279947165696,1768,3685
699036661657767936,1179,2567
698989035503689728,955,3294
698953797952008193,889,2635
698907974262222848,612,2502
698710712454139905,667,2425
698703483621523456,370,1427
698635131305795584,336,1278
698549713696649216,615,2282
698355670425473025,438,1815
698342080612007937,941,2231
698262614669991936,1965,4690
698195409219559425,5864,16507
698178924120031232,730,2773
697995514407682048,329,1495
697990423684476929,1268,3237
697943111201378304,663,2352
697881462549430272,1152,2972
697630435728322560,529,1714
697616773278015490,994,3105
697596423848730625,1239,2972
697575480820686848,491,2013
697516214579523584,1093,2018
697482927769255936,654,2380
697463031882764288,1374,3369
697270446429966336,1841,4620
697259378236399616,983,3246
697255105972801536,1142,2996
697242256848379904,656,2476
696900204696625153,1002,3121
696894894812565505,670,2310
696886256886657024,1763,4772
696877980375769088,700,2410
696754882863349760,355,1460
696744641916489729,917,2036
696713835009417216,637,2345
696518437233913856,1684,3843
696490539101908992,139,1198
696488710901260288,1001,2478
696405997980676096,1134,3155
696100768806522880,637,1896
695816827381944320,1142,2968
695794761660297217,753,3114
695767669421768709,729,1827
695629776980148225,2051,4498
695446424020918272,1777,4331
695409464418041856,3505,8541
695314793360662529,1421,3577
695095422348574720,601,2595
695074328191332352,1071,2802
695064344191721472,581,1577
695051054296211456,778,2627
694925794720792577,902,2650
694905863685980160,920,2707
694669722378485760,14079,35257
694356675654983680,282,1480
694352839993344000,602,2000
694342028726001664,478,1555
694329668942569472,494,1964
694206574471057408,2003,4103
694183373896572928,913,2914
694001791655137281,1005,3348
693993230313091072,395,1847
693942351086120961,360,1720
693647888581312512,572,2638
693644216740769793,122,1327
693642232151285760,405,2497
693629975228977152,779,2406
693622659251335168,367,1510
693590843962331137,1920,4970
693582294167244802,242,1616
693486665285931008,623,1743
693280720173801472,1215,3297
693267061318012928,801,2344
693262851218264065,488,2175
693231807727280129,723,2827
693155686491000832,3154,7773
693109034023534592,599,1681
693095443459342336,450,1822
692919143163629568,737,2635
692905862751522816,852,2388
692901601640583168,592,1731
692894228850999298,780,2224
692828166163931137,867,2815
692752401762250755,3570,6698
692568918515392513,1503,4290
692535307825213440,1336,3110
692530551048294401,405,1804
692423280028966913,224,1455
692417313023332352,3395,9224
692187005137076224,800,2497
692158366030913536,775,2117
692142790915014657,387,1622
692041934689402880,1244,3355
692017291282812928,938,2847
691820333922455552,1624,3901
691793053716221953,4143,8015
691756958957883396,977,2800
691675652215414786,499,1925
691483041324204033,555,2350
691459709405118465,1119,3991
691444869282295808,835,2605
691416866452082688,7495,19015
691321916024623104,650,2527
691096613310316544,865,2925
691090071332753408,328,1697
690989312272396288,2823,5812
690959652130045952,1224,3524
690938899477221376,1912,4019
690932576555528194,997,3233
690735892932222976,1242,3725
690728923253055490,508,2146
690690673629138944,804,2293
690649993829576704,272,1282
690607260360429569,18,291
690597161306841088,589,1924
690400367696297985,441,1858
690374419777196032,833,3206
690360449368465409,866,2631
690348396616552449,505,1487
690248561355657216,410,1651
690021994562220032,1010,2745
690015576308211712,718,2447
690005060500217858,1653,3614
689999384604450816,360,1397
689993469801164801,442,1435
689977555533848577,437,1349
689905486972461056,689,2408
689877686181715968,1140,2992
689835978131935233,736,2139
689661964914655233,910,3177
689659372465688576,3781,10215
689623661272240129,630,2199
689599056876867584,5402,11474
689557536375177216,448,2010
689517482558820352,1399,3349
689289219123089408,921,2226
689283819090870273,1081,3217
689280876073582592,694,1955
689275259254616065,242,1127
689255633275777024,1065,2510
689154315265683456,982,3030
689143371370250240,498,1992
688916208532455424,850,2672
688908934925697024,750,2084
688898160958271489,766,2062
688894073864884227,673,2205
688828561667567616,365,1359
688804835492233216,191,950
688789766343622656,652,2185
688547210804498433,685,2555
688519176466644993,715,2284
688385280030670848,4397,9136
688211956440801280,813,2206
688179443353796608,576,2105
688116655151435777,759,2784
688064179421470721,355,1704
687841446767013888,2456,5377
687826841265172480,1101,2707
687818504314159109,931,2442
687807801670897665,704,2362
687732144991551489,652,1725
687704180304273409,827,2394
687664829264453632,503,1906
687494652870668288,566,1868
687480748861947905,234,1574
687476254459715584,523,1953
687460506001633280,539,2029
687399393394311168,606,1861
687317306314240000,8997,19850
687312378585812992,1864,4287
687127927494963200,2229,5346
687124485711986689,497,2142
687109925361856513,2409,5704
687102708889812993,964,2313
687096057537363968,595,2201
686947101016735744,3133,8507
686760001961103360,1356,3469
686749460672679938,1428,3424
686730991906516992,1175,4072
686683045143953408,785,2779
686618349602762752,1340,3650
686606069955735556,535,1859
686394059078897668,682,1715
686386521809772549,863,3206
686377065986265092,554,2165
686358356425093120,656,2148
686286779679375361,1632,3939
686050296934563840,715,2180
686035780142297088,115,1135
686034024800862208,1124,3037
686007916130873345,401,2445
686003207160610816,612,1799
685973236358713344,514,2069
685943807276412928,580,1607
685906723014619143,2814,7389
685681090388975616,119,2002
685667379192414208,553,2324
685663452032069632,1426,3177
685641971164143616,761,2888
685547936038666240,15308,32401
685532292383666176,1138,2990
685325112850124800,3888,9309
685321586178670592,625,2607
685315239903100929,1021,3254
685307451701334016,431,2039
685268753634967552,1177,3047
685198997565345792,653,2303
685169283572338688,1402,4049
684969860808454144,361,2356
684959798585110529,3066,6725
684940049151070208,1025,3161
684926975086034944,455,3425
684914660081053696,1426,3458
684902183876321280,519,1833
684880619965411328,796,2052
684830982659280897,21263,34477
684800227459624960,984,2693
684594889858887680,3441,8771
684588130326986752,1379,4057
684567543613382656,1189,2963
684538444857667585,930,2608
684481074559381504,1149,3822
684460069371654144,550,1934
684241637099323392,3206,7991
684225744407494656,203,1205
684222868335505415,1337,3751
684200372118904832,1019,2116
684195085588783105,497,1873
684188786104872960,1148,3437
684177701129875456,654,1989
684147889187209216,1490,2944
684122891630342144,461,1976
684097758874210310,1402,4052
683857920510050305,1099,3748
683852578183077888,339,1906
683849932751646720,943,2560
683834909291606017,1092,2583
683828599284170753,1049,2755
683773439333797890,1322,3294
683742671509258241,3232,6360
683515932363329536,2828,7208
683498322573824003,947,3121
683481228088049664,979,2621
683462770029932544,660,2383
683449695444799489,1578,3823
683391852557561860,2358,7528
683357973142474752,901,2859
683142553609318400,1020,2827
683111407806746624,894,3345
683098815881154561,643,2132
683078886620553216,551,1957
683030066213818368,726,2133
682962037429899265,16177,36182
682808988178739200,165,1751
682788441537560576,1085,2435
682750546109968385,428,1496
682697186228989953,355,1293
682662431982772225,1057,3006
682638830361513985,584,2046
682429480204398592,1129,3375
682406705142087680,1729,7444
682393905736888321,655,2196
682389078323662849,451,1630
682303737705140231,956,3000
682259524040966145,1176,4057
682242692827447297,1135,3179
682088079302213632,9649,17916
682059653698686977,1639,4860
682047327939461121,921,3140
682032003584274432,1962,6476
682003177596559360,1487,3067
681981167097122816,1013,2764
681891461017812993,799,2422
681694085539872773,3984,12602
681679526984871937,430,1738
681654059175129088,909,2594
681610798867845120,455,1869
681579835668455424,1271,3490
681523177663676416,5639,14044
681340665377193984,272,1613
681339448655802368,4003,9124
681320187870711809,726,2598
681302363064414209,1779,3863
681297372102656000,930,3157
681281657291280384,1080,3177
681261549936340994,266,1432
681242418453299201,520,1462
681231109724700672,471,2368
681193455364796417,1442,3628
680970795137544192,643,2383
680959110691590145,1963,4500
680940246314430465,1021,3149
680934982542561280,426,2056
680913438424612864,610,2360
680889648562991104,356,1730
680836378243002368,1292,3400
680805554198020098,652,2122
680801747103793152,804,2341
680798457301471234,1010,2799
680609293079592961,682,2579
680583894916304897,1304,3560
680497766108381184,1869,4160
680494726643068929,476,1684
680473011644985345,732,2495
680440374763077632,489,1420
680221482581123072,289,1439
680206703334408192,1137,2775
680191257256136705,484,2105
680176173301628928,1513,3819
680161097740095489,721,2281
680145970311643136,1702,3537
680130881361686529,918,2244
680115823365742593,879,2666
680100725817409536,1339,3507
680085611152338944,8785,12580
680070545539371008,839,2534
679877062409191424,636,1951
679872969355714560,649,2149
679862121895714818,602,2404
679854723806179328,1199,2798
679844490799091713,742,2321
679828447187857408,13663,35558
679777920601223168,1074,3045
679736210798047232,773,2053
679729593985699840,805,2125
679722016581222400,457,1630
679530280114372609,2030,4690
679527802031484928,704,2586
679511351870550016,1232,3288
679503373272485890,1431,3105
679475951516934144,622,2051
679462823135686656,18309,30876
679405845277462528,1169,2322
679158373988876288,7820,20804
679148763231985668,997,2720
679132435750195208,1124,2918
679111216690831360,2513,5838
679062614270468097,7855,16557
679047485189439488,646,2197
679001094530465792,1187,2768
678991772295516161,1121,2241
678969228704284672,441,1605
678800283649069056,868,2507
678798276842360832,1123,3379
678774928607469569,880,2745
678767140346941444,1321,3450
678764513869611008,462,1599
678755239630127104,3180,6934
678740035362037760,1623,3663
678708137298427904,2360,5466
678675843183484930,1414,2795
678643457146150913,389,1996
678446151570427904,1498,3907
678424312106393600,2467,5339
678410210315247616,1749,4103
678399652199309312,30923,78245
678396796259975168,403,1552
678389028614488064,409,1823
678380236862578688,880,2378
678341075375947776,517,1693
678334497360859136,245,1272
678278586130948096,5916,11148
678255464182861824,354,1550
678023323247357953,371,1862
678021115718029313,6141,13276
677961670166224897,1636,3333
677918531514703872,395,1306
677895101218201600,2006,4703
677716515794329600,949,2975
677700003327029250,1406,3307
677698403548192770,310,1199
677687604918272002,819,2430
677673981332312066,1455,3242
677662372920729601,922,1898
677644091929329666,777,1803
677573743309385728,682,2077
677565715327688705,448,1265
677557565589463040,1120,2388
677547928504967168,3562,6760
677530072887205888,221,1036
677335745548390400,1711,2964
677334615166730240,276,1309
677331501395156992,228,1054
677328882937298944,1457,3549
677314812125323265,518,1594
677301033169788928,390,1201
677269281705472000,684,1921
677228873407442944,1586,3451
677187300187611136,886,2663
676975532580409345,1032,2693
676957860086095872,786,2181
676949632774234114,382,1267
676948236477857792,834,2097
676946864479084545,353,1685
676942428000112642,724,2007
676936541936185344,4767,12351
676916996760600576,1748,2887
676897532954456065,704,2182
676864501615042560,684,2036
676821958043033607,15010,22230
676819651066732545,639,1760
676811746707918848,410,1378
676776431406465024,1957,4848
676617503762681856,925,2798
676613908052996102,194,1047
676606785097199616,415,1838
676603393314578432,370,1126
676593408224403456,2077,4407
676590572941893632,116,891
676588346097852417,754,2238
676582956622721024,264,1156
676575501977128964,1078,2491
676533798876651520,532,1820
676496375194980353,513,1471
676470639084101634,4497,11250
676440007570247681,638,1667
676430933382295552,328,1352
676263575653122048,519,2015
676237365392908289,275,1164
676219687039057920,29900,73959
676215927814406144,552,1675
676191832485810177,997,2203
676146341966438401,636,1854
676121918416756736,1122,2094
676101918813499392,1122,2738
676098748976615425,1364,2895
676089483918516224,423,1264
675898130735476737,552,1556
675891555769696257,823,2049
675888385639251968,921,2289
675878199931371520,1351,4031
675870721063669760,545,1567
675853064436391936,1239,2597
675849018447167488,138,907
675845657354215424,844,2184
675822767435051008,518,1471
675820929667219457,227,1008
675798442703122432,3294,9903
675781562965868544,450,1569
675740360753160193,328,1123
675710890956750848,778,1812
675707330206547968,656,1900
675706639471788032,90,623
675534494439489536,394,1770
675531475945709568,365,1139
675522403582218240,274,1000
675517828909424640,449,1242
675501075957489664,5599,16543
675497103322386432,1234,3021
675489971617296384,567,1244
675483430902214656,938,1775
675432746517426176,547,1463
675372240448454658,497,1621
675362609739206656,221,1019
675354435921575936,16073,31285
675349384339542016,2176,3773
675334060156301312,1231,2659
675166823650848770,1519,3424
675153376133427200,2457,5987
675149409102012420,1610,3609
675147105808306176,220,900
675146535592706048,283,1132
675145476954566656,852,2050
675135153782571009,456,1253
675113801096802304,753,1870
675111688094527488,240,922
675109292475830276,1088,2691
675047298674663426,305,1025
675015141583413248,1124,2597
675006312288268288,212,940
675003128568291329,439,1498
674999807681908736,1058,2149
674805413498527744,340,824
674800520222154752,812,2889
674793399141146624,1039,2397
674790488185167872,240,1056
674788554665512960,203,776
674781762103414784,1140,1924
674774481756377088,449,1065
674767892831932416,743,1747
674764817387900928,227,757
674754018082705410,420,1312
674752233200820224,442,1404
674743008475090944,521,1339
674742531037511680,49,464
674739953134403584,368,1057
674737130913071104,83,619
674690135443775488,452,1098
674670581682434048,613,1541
674664755118911488,238,877
674646392044941312,465,1371
674644256330530816,259,990
674638615994089473,557,1618
674632714662858753,547,1445
674606911342424069,93,898
674468880899788800,1933,5963
674447403907457024,344,1018
674436901579923456,369,1060
674422304705744896,515,1371
674416750885273600,131,661
674410619106390016,439,1148
674394782723014656,544,1451
674372068062928900,301,815
674330906434379776,72,542
674318007229923329,498,1346
674307341513269249,6609,10870
674291837063053312,5566,14040
674271431610523648,694,1494
674269164442398721,219,870
674265582246694913,802,1565
674262580978937856,430,1252
674255168825880576,516,1401
674082852460433408,157,728
674075285688614912,270,947
674063288070742018,2075,6099
674053186244734976,1230,3151
674051556661161984,464,1387
674045139690631169,608,1342
674042553264685056,120,686
674038233588723717,399,1056
674036086168010753,194,817
674024893172875264,1158,1698
674019345211760640,287,1079
674014384960745472,605,1490
674008982932058114,338,1140
673956914389192708,906,1868
673919437611909120,353,1119
673906403526995968,1548,3029
673887867907739649,241,900
673716320723169284,711,2949
673715861853720576,1957,3380
673711475735838725,283,997
673709992831262724,253,801
673708611235921920,270,1027
673707060090052608,371,1052
673705679337693185,390,1204
673700254269775872,538,1362
673697980713705472,1858,3783
673689733134946305,609,1661
673688752737402881,466,1205
673686845050527744,407,1366
673680198160809984,436,1307
673662677122719744,346,1196
673656262056419329,222,690
673636718965334016,341,1050
673612854080196609,680,1527
673583129559498752,338,1143
673580926094458881,260,793
673576835670777856,534,1320
673363615379013632,287,980
673359818736984064,635,1379
673355879178194945,540,1433
673352124999274496,510,1587
673350198937153538,197,715
673345638550134785,1192,2394
673343217010679808,255,922
673342308415348736,540,1209
673320132811366400,7429,12816
673317986296586240,239,837
673295268553605120,2987,7171
673270968295534593,344,1020
673240798075449344,675,1360
673213039743795200,790,2126
673148804208660480,591,1617
672997845381865473,673,1882
672995267319328768,273,905
672988786805112832,271,938
672984142909456390,515,1199
672980819271634944,956,1734
672975131468300288,849,1595
672970152493887488,338,906
672968025906282496,512,1265
672964561327235073,610,1362
672902681409806336,464,1304
672898206762672129,400,858
672884426393653248,797,1471
672877615439593473,331,986
672834301050937345,536,1247
672828477930868736,461,1189
672640509974827008,298,930
672622327801233409,459,1230
672614745925664768,550,1168
672609152938721280,369,1055
672604026190569472,377,1054
672594978741354496,579,1265
672591762242805761,320,907
672591271085670400,177,684
672538107540070400,343,981
672523490734551040,160,599
672488522314567680,409,1058
672482722825261057,563,1069
672481316919734272,122,688
672475084225949696,660,1377
672466075045466113,500,1291
672272411274932228,3168,6138
672267570918129665,583,1415
672264251789176834,317,1083
672256522047614977,1449,2687
672254177670729728,699,1367
672248013293752320,564,1651
672245253877968896,144,650
672239279297454080,303,854
672231046314901505,953,1737
672222792075620352,202,751
672205392827572224,1085,2147
672169685991993344,345,974
672160042234327040,338,836
672139350159835138,654,1653
672125275208069120,1075,2269
672095186491711488,346,948
672082170312290304,345,898
672068090318987265,482,1229
671896809300709376,3950,8097
671891728106971137,539,1249
671882082306625538,1310,3288
671879137494245376,627,1345
671874878652489728,519,1194
671866342182637568,463,1066
671855973984772097,408,853
671789708968640512,3265,6721
671768281401958400,464,1135
671763349865160704,849,1589
671744970634719232,716,1287
671743150407421952,225,717
671735591348891648,707,1372
671729906628341761,4103,8079
671561002136281088,6814,12144
671550332464455680,198,865
671547767500775424,553,1279
671544874165002241,989,1862
671542985629241344,532,1037
671538301157904385,364,882
671536543010570240,384,1111
671533943490011136,547,971
671528761649688577,242,799
671520732782923777,499,1325
671518598289059840,280,899
671511350426865664,665,1507
671504605491109889,3349,6632
671497587707535361,421,873
671488513339211776,450,948
671486386088865792,183,549
671485057807351808,220,725
671390180817915904,700,1370
671362598324076544,279,1050
671357843010908160,145,378
671355857343524864,113,458
671347597085433856,402,908
671186162933985280,196,697
671182547775299584,315,1062
671166507850801152,324,833
671163268581498880,1030,1560
671159727754231808,75,345
671154572044468225,206,672
671151324042559489,142,632
671147085991960577,202,634
671141549288370177,620,1092
671138694582165504,375,877
671134062904504320,179,704
671122204919246848,2356,3306
671115716440031232,730,1298
671109016219725825,410,1089
670995969505435648,273,1052
670842764863651840,8182,23465
670840546554966016,183,555
670838202509447168,650,1052
670833812859932673,114,416
670832455012716544,202,694
670826280409919488,3819,5240
670823764196741120,175,736
670822709593571328,90,575
670815497391357952,1449,3013
670811965569282048,253,1071
670807719151067136,461,1106
670804601705242624,901,1855
670803562457407488,83,324
670797304698376195,222,703
670792680469889025,257,783
670789397210615808,223,628
670786190031921152,189,568
670783437142401025,359,784
670782429121134593,722,1465
670780561024270336,270,753
670778058496974848,69,316
670764103623966721,396,1030
670755717859713024,100,416
670733412878163972,481,909
670727704916926465,337,792
670717338665226240,453,1126
670704688707301377,348,735
670691627984359425,227,559
670679630144274432,265,710
670676092097810432,38,234
670668383499735048,4699,10143
670474236058800128,697,1425
670468609693655041,82,337
670465786746662913,512,923
670452855871037440,191,523
670449342516494336,610,1146
670444955656130560,1869,6388
670442337873600512,188,613
670435821946826752,483,1000
670434127938719744,605,1339
670433248821026816,104,313
670428280563085312,581,1321
670427002554466305,148,492
670421925039075328,600,1241
670420569653809152,297,585
670417414769758208,303,542
670411370698022913,834,1915
670408998013820928,207,527
670403879788544000,143,406
670385711116361728,191,536
670374371102445568,251,709
670361874861563904,60,312
670338931251150849,101,405
670319130621435904,1146,3698
670303360680108032,123,411
670290420111441920,268,660
670093938074779648,312,973
670086499208155136,239,664
670079681849372674,1148,2107
670073503555706880,742,1481
670069087419133954,224,591
670061506722140161,312,723
670055038660800512,305,633
670046952931721218,161,615
670040295598354432,104,715
670037189829525505,257,564
670003130994700288,85,314
669993076832759809,79,305
669972011175813120,148,419
669970042633789440,52,284
669942763794931712,150,479
669926384437997569,91,357
669923323644657664,53,223
669753178989142016,373,761
669749430875258880,62,246
669684865554620416,84,486
669683899023405056,102,362
669682095984410625,127,332
669680153564442624,268,630
669661792646373376,406,771
669625907762618368,1699,3342
669603084620980224,340,906
669597912108789760,142,488
669583744538451968,870,1408
669573570759163904,130,413
669571471778410496,953,1508
669567591774625800,49,220
669564461267722241,114,369
669393256313184256,69,340
669375718304980992,684,1256
669371483794317312,168,468
669367896104181761,141,436
669363888236994561,214,593
669359674819481600,113,351
669354382627049472,1203,2555
669353438988365824,244,595
669351434509529089,169,410
669328503091937280,392,966
669327207240699904,114,544
669324657376567296,196,470
669216679721873412,380,1136
669214165781868544,149,413
669203728096960512,439,955
669037058363662336,292,623
669015743032369152,351,706
669006782128353280,229,550
669000397445533696,5982,19852
668994913074286592,209,420
668992363537309700,318,710
668989615043424256,311,638
668988183816871936,436,860
668986018524233728,154,522
668981893510119424,282,511
668979806671884288,328,755
668975677807423489,547,1236
668967877119254528,21,136
668960084974809088,230,666
668955713004314625,66,259
668932921458302977,53,246
668902994700836864,94,302
668892474547511297,138,378
668872652652679168,283,502
668852170888998912,151,427
668826086256599040,124,412
668815180734689280,246,525
668779399630725120,348,673
668655139528511488,205,493
668645506898350081,499,825
668643542311546881,494,823
668641109086707712,508,1012
668636665813057536,464,983
668633411083464705,1506,2656
668631377374486528,297,673
668627278264475648,106,296
668625577880875008,121,361
668623201287675904,705,1347
668620235289837568,38,187
668614819948453888,300,583
668587383441514497,1004,1577
668567822092664832,49,227
668544745690562560,214,484
668542336805281792,199,429
668537837512433665,67,240
668528771708952576,209,439
668507509523615744,98,311
668496999348633600,124,386
668484198282485761,220,403
668480044826800133,138,434
668466899341221888,479,843
668297328638447616,275,594
668291999406125056,29,230
668286279830867968,128,477
668274247790391296,221,776
668268907921326080,222,522
668256321989451776,560,1225
668248472370458624,447,908
668237644992782336,2659,5860
668226093875376128,96,283
668221241640230912,185,489
668204964695683073,184,527
668190681446379520,189,612
668171859951755264,180,460
668154635664932864,290,471
668142349051129856,261,547
668113020489474048,220,634
667937095915278337,746,1184
667924896115245057,104,277
667915453470232577,53,198
667911425562669056,278,469
667902449697558528,358,813
667886921285246976,1006,1770
667885044254572545,442,777
667878741721415682,110,371
667873844930215936,380,593
667866724293877760,973,2869
667861340749471744,74,229
667832474953625600,58,281
667806454573760512,458,994
667801013445750784,90,311
667793409583771648,309,668
667782464991965184,230,392
667773195014021121,51,221
667766675769573376,202,416
667728196545200128,143,361
667724302356258817,302,455
667550904950915073,31,0
667550882905632768,31,0
667549055577362432,2106,5470
667546741521195010,115,322
667544320556335104,493,812
667538891197542400,61,194
667534815156183040,494,775
667530908589760512,223,439
667524857454854144,1050,1608
667517642048163840,180,350
667509364010450944,1996,6445
667502640335572993,208,513
667495797102141441,249,495
667491009379606528,210,497
667470559035432960,89,244
667455448082227200,56,181
