tweet_id,retweet_count,favorite_count
835685285446955009,8027,0
835574547218894849,3571,17647
835536468978302976,1670,0
835309094223372289,20650,0
835297930240217089,2970,16346
835264098648616962,1670,7677
835246439529840640,72,2085
835172783151792128,5692,25978
835152434251116546,2975,22231
834931633769889797,1619,10724
834786237630337024,5432,21238
834574053763584002,2498,13549
834477809192075265,10505,0
834458053273591808,1660,9540
834209720923721728,4692,20429
834167344700198914,3621,15717
834089966724603904,2107,9969
834086379323871233,2184,12968
833863086058651648,2381,13352
833826103416520705,3736,17961
833732339549220864,221,0
833722901757046785,3184,20698
833479644947025920,2030,14768
833124694597443584,4783,20060
832998151111966721,2179,13165
832769181346996225,39,0
832757312314028032,3584,16764
832682457690300417,2880,11801
832645525019123713,525,2912
832636094638288896,2756,15763
832397543355072512,2196,11900
832369877331693569,3158,17100
832273440279240704,2320,11288
832215909146226688,6152,0
832215726631055365,9236,0
832088576586297345,2,62
832040443403784192,9519,0
832032802820481025,4615,17775
831939777352105988,6079,23863
831926988323639298,34,334
831911600680497154,6437,27457
831670449226514432,1799,10381
831650051525054464,1908,7095
831552930092285952,2301,8940
831322785565769729,1539,9243
831315979191906304,1116,6517
831309418084069378,2446,11703
831262627380748289,2025,11850
830956169170665475,1485,7939
830583320585068544,16612,66504
830173239259324417,5638,0
830097400375152640,2915,9755
829878982036299777,4961,0
829861396166877184,1921,12192
829501995190984704,10505,31600
829449946868879360,2004,10430
829141528400556032,7278,24297
829011960981237760,16210,53039
828801551087042563,3400,0
828770345708580865,5823,25509
828708714936930305,11095,36379
828650029636317184,1337,9483
828409743546925057,1159,6335
828408677031882754,1281,7659
828381636999917570,2203,12548
828376505180889089,1062,7353
828372645993398273,2914,12537
828361771580813312,173,2186
828046555563323392,2863,11726
828011680017821696,2138,10335
827933404142436356,5217,20028
827653905312006145,3010,15459
827600520311402496,936,7442
827324948884643840,3020,15814
827199976799354881,2213,10560
826958653328592898,4961,21528
826848821049180160,10093,36251
826615380357632002,3969,0
826598799820865537,250,5117
826598365270007810,2329,10031
826476773533745153,4167,18371
826240494070030336,2595,13274
826204788643753985,919,4873
826115272272650244,3093,15626
825876512159186944,1861,10472
825829644528148480,2480,12727
825535076884762624,17522,56823
825147591692263424,4523,18273
825120256414846976,1244,0
825026590719483904,1244,6297
824796380199809024,5473,0
824775126675836928,3499,14895
824663926340194305,1770,10514
824325613288833024,10511,11830
824297048279236611,3840,15058
824025158776213504,601,4836
823939628516474880,2703,10633
823719002937630720,11159,0
823699002998870016,2516,13996
823581115634085888,2617,13025
823333489516937216,24,701
823322678127919110,4007,15733
823269594223824897,9867,0
822975315408461824,3439,17336
822872901745569793,43121,131565
822859134160621569,2271,13263
822647212903690241,6394,0
822610361945911296,2947,14825
822489057087389700,6394,18187
822462944365645825,14254,28004
822244816520155136,9867,35000
822163064745328640,4757,0
821886076407029760,2301,11329
821813639212650496,3359,0
821765923262631936,1655,8423
821522889702862852,1760,8039
821421320206483457,5583,0
821407182352777218,4336,11786
821153421864615936,10,257
821149554670182400,1974,8649
821107785811234820,2135,9619
821044531881721856,2280,12692
820837357901512704,6727,0
820749716845686786,9870,31599
820690176645140481,3229,12254
820494788566847489,566,0
820446719150292993,2567,0
820314633777061888,566,3357
820078625395449857,6281,19862
820013781606658049,1174,0
819952236453363712,1174,5341
819924195358416896,4882,12956
819711362133872643,3109,13404
819588359383371776,1989,9676
819347104292290561,1207,7236
819238181065359361,407,2280
819227688460238848,6727,23128
819015337530290176,36913,0
819015331746349057,18990,0
819006400881917954,18990,45470
819004803107983360,36913,87182
818646164899774465,21015,0
818627210458333184,7549,22488
818614493328580609,2560,9873
818588835076603904,6143,0
818536468981415936,2461,10942
818307523543449600,8095,0
818259473185828864,2268,11057
818145370475810820,2572,12310
817908911860748288,803,4876
817827839487737858,27113,51825
817777686764523521,2693,10797
817536400337801217,2971,11819
817502432452313088,3395,0
817423860136083457,14725,33950
817415592588222464,945,5616
817181837579653120,8482,0
817171292965273600,2027,8805
817120970343411712,2601,12270
817056546584727552,1646,8631
816829038950027264,4729,0
816816676327063552,2041,10050
816697700272001025,2197,9827
816450570814898180,8095,30538
816336735214911488,1951,8644
816091915477250048,2144,8993
816062466425819140,1021,0
816014286006976512,5279,0
815990720817401858,1021,4969
815966073409433600,8482,22511
815745968457060357,4142,0
815736392542261248,2270,9895
815639385530101762,1661,8272
815390420867969024,3817,10413
814986499976527872,1281,7706
814638523311648768,2703,11330
814578408554463233,5864,0
814530161257443328,1869,8687
814153002265309185,8709,28905
813944609378369540,3202,0
813910438903693312,1872,9358
813812741911748608,14024,36619
813800681631023104,1765,8372
813217897535406080,7329,18749
813202720496779264,1825,9295
813187593374461952,4373,19984
813172488309972993,1937,9323
813157409116065792,2226,7826
813142292504645637,2399,8535
813130366689148928,452,4503
813127251579564032,3153,11919
813112105746448384,2757,10368
813096984823349248,3644,10646
813081950185472002,2802,9953
813066809284972545,1966,8007
813051746834595840,7405,21132
812781120811126785,1912,7620
812709060537683968,1442,6653
812503143955202048,1226,6113
812466873996607488,1947,8018
812372279581671427,3679,13742
811985624773361665,1407,7322
811744202451197953,1606,7599
811647686436880384,747,5657
811627233043480576,3101,12858
811386762094317568,6429,21067
810984652412424192,1449,5373
810896069567610880,1785,9082
810657578271330305,2667,11056
810284430598270976,11357,35498
810254108431155201,3400,14810
809920764300447744,3969,15672
809808892968534016,4919,0
809448704142938112,1474,6994
809220051211603969,5638,20075
809084759137812480,3561,13350
808838249661788160,3060,10205
808733504066486276,2185,7968
808501579447930884,2618,11406
808344865868283904,21015,42892
808134635716833280,5966,0
808106460588765185,2224,8880
808001312164028416,3566,12645
807621403335917568,3645,14711
807106840509214720,55782,119191
807059379405148160,7400,0
807010152071229440,3893,13193
806629075125202948,34885,75278
806620845233815552,5575,0
806576416489959424,1968,4942
806542213899489280,2377,10312
806242860592926720,11709,0
806219024703037440,1201,6500
805958939288408065,5413,0
805932879469572096,1939,8350
805826884734976000,1835,6613
805823200554876929,8066,0
805520635690676224,1670,5809
805487436403003392,2544,8872
805207613751304193,1729,7901
804738756058218496,3839,13831
804475857670639616,2025,6189
804413760345620481,3260,0
804026241225523202,16266,44846
803773340896923648,2762,10147
803692223237865472,7495,0
803638050916102144,4180,11042
803380650405482500,1883,7847
803321560782307329,5365,0
803276597545603072,2475,10129
802952499103731712,2018,9104
802624713319034886,2939,0
802600418706604034,1482,7172
802572683846291456,2530,9019
802323869084381190,5868,16345
802265048156610565,1386,6819
802239329049477120,2643,9168
802185808107208704,274,0
801958328846974976,1730,7828
801854953262350336,237,1800
801538201127157760,2087,8304
801285448605831168,826,6108
801167903437357056,5966,24665
801127390143516673,3988,0
801115127852503040,2113,8142
800859414831898624,98,694
800855607700029440,1626,0
800751577355128832,2816,10663
800513324630806528,3012,13237
800459316964663297,2188,9600
800443802682937345,4358,0
800388270626521089,2838,11242
800188575492947969,3984,0
800141422401830912,2567,15422
800018252395122689,13274,28619
799774291445383169,4724,0
799757965289017345,2184,8474
799422933579902976,1941,8151
799308762079035393,5509,0
799297110730567681,2786,9979
799063482566066176,2492,8155
798933969379225600,4492,13200
798925684722855936,1454,7579
798705661114773508,6709,0
798701998996647937,7851,0
798697898615730177,6587,0
798694562394996736,4999,0
798686750113755136,2358,0
798682547630837760,4767,0
798673117451325440,5599,0
798665375516884993,3950,0
798644042770751489,1869,0
798628517273620480,1996,0
798585098161549313,5735,0
798576900688019456,5907,0
798340744599797760,3355,0
798209839306514432,2587,10515
797971864723324932,3135,11698
797545162159308800,4908,14687
797236660651966464,6637,20145
797165961484890113,26,226
796904159865868288,8997,0
796865951799083009,1939,7765
796759840936919040,3055,11940
796563435802726400,7330,0
796484825502875648,1775,7640
796387464403357696,4176,11103
796177847564038144,14392,0
796149749086875649,14392,32508
796125600683540480,1822,5010
796116448414461957,2438,9179
796080075804475393,2328,8545
796031486298386433,3743,10900
795464331001561088,23767,49986
795400264262053889,2894,10149
795076730285391872,5473,16345
794983741416415232,3397,0
794926597468000259,2321,10329
794355576146903043,10366,0
794332329137291264,2708,9675
794205286408003585,3347,9310
793962221541933056,4919,16983
793845145112371200,1880,9309
793614319594401792,3159,0
793601777308463104,1638,8045
793500921481273345,2390,10760
793286476301799424,9236,24803
793271401113350145,2412,8776
793256262322548741,8401,20137
793241302385262592,3321,10601
793226087023144960,2903,9920
793210959003287553,2822,9005
793195938047070209,5675,15405
793180763617361921,2022,6997
793165685325201412,2814,9482
793150605191548928,1716,6232
793135492858580992,2515,6468
793120401413079041,3953,12766
792913359805018113,4017,14456
792883833364439040,4303,11391
792773781206999040,1692,7419
792394556390137856,4327,13555
792050063153438720,1813,7215
791821351946420224,21263,0
791784077045166082,9649,0
791780927877898241,3851,0
791774931465953280,22363,45490
791672322847637504,3159,11841
791406955684368384,4142,13238
791312159183634433,2556,8858
791026214425268224,4130,0
790987426131050500,2152,9905
790946055508652032,4729,16781
790723298204217344,2329,0
790698755171364864,1941,8292
790581949425475584,7196,20820
790337589677002753,1898,7888
790277117346975746,3202,12668
790227638568808452,3591,0
789986466051088384,2329,9332
789960241177853952,4158,0
789903600034189313,4167,10433
789628658055020548,1781,7549
789599242079838210,1941,6819
789530877013393408,3397,11807
789314372632018944,2313,8719
789280767834746880,4966,0
789268448748703744,2626,9195
789137962068021249,2810,9803
788908386943430656,12571,27631
788765914992902144,10366,27566
788552643979468800,7228,0
788412144018661376,5302,15670
788178268662984705,2109,7280
788150585577050112,1295,6169
788070120937619456,3448,0
788039637453406209,1325,6176
787810552592695296,3077,8676
787717603741622272,2790,10337
787397959788929025,2864,10973
787322443945877504,1752,7842
787111942498508800,6798,0
786963064373534720,8027,26820
786729988674449408,2438,0
786709082849828864,6152,18346
786664955043049472,2566,10672
786595970293370880,3141,9514
786363235746385920,3518,10965
786286427768250368,2854,8033
786233965241827333,4757,15365
786051337297522688,155,1431
786036967502913536,7051,0
785927819176054784,3204,11464
785872687017132033,1824,6738
785639753186217984,2251,7898
785533386513321988,2011,9185
785515384317313025,1266,6170
785264754247995392,1637,7307
785170936622350336,4860,12107
784826020293709826,3260,10165
784517518371221505,2551,9020
784431430411685888,1277,5747
784183165795655680,8066,20182
784057939640352768,11159,29918
783839966405230592,10819,30205
783821107061198850,1986,7396
783695101801398276,3222,10523
783466772167098368,2256,8510
783391753726550016,5493,16973
783347506784731136,5567,0
783334639985389568,11709,29288
783085703974514689,2212,8201
782969140009107456,7400,24250
782747134529531904,1413,7505
782722598790725632,5413,17345
782598640137187329,1882,7838
782305867769217024,5583,16719
782021823840026624,6223,0
781955203444699136,3382,11177
781661882474196992,2722,10474
781655249211752448,1134,4004
781524693396357120,5575,20831
781308096455073793,2564,7169
781251288990355457,2082,8482
781163403222056960,2756,9849
780931614150983680,7330,21716
780858289093574656,2019,7216
780800785462489090,1304,5504
780601303617732608,3359,12165
780543529827336192,1749,6323
780496263422808064,3691,0
780476555013349377,113,0
780459368902959104,1080,5319
780192070812196864,2242,8732
780092040432480260,2298,0
780074436359819264,4973,12204
779834332596887552,7051,18944
779377524342161408,3115,8824
779124354206535695,18309,0
779056095788752897,4545,14800
778990705243029504,7201,20017
778774459159379968,9890,0
778764940568104960,361,871
778748913645780993,1312,6910
778650543019483137,1501,5784
778624900596654080,1009,4646
778408200802557953,4330,13651
778396591732486144,12235,0
778383385161035776,1104,5852
778286810187399168,3296,10390
778039087836069888,2645,8520
778027034220126208,1612,6558
777953400541634568,3524,0
777885040357281792,1633,6352
777684233540206592,2939,11247
777641927919427584,4230,0
777621514455814149,2504,8761
777189768882946048,4304,14296
776819012571455488,13663,0
776813020089548800,1208,4884
776477788987613185,2777,8842
776249906839351296,9107,0
776218204058357768,15842,29905
776201521193218049,2519,9629
776113305656188928,4358,11771
776088319444877312,151,1845
775898661951791106,16501,0
775842724423557120,2653,11721
775733305207554048,3988,13881
775729183532220416,4600,12997
775364825476165632,2966,7399
775350846108426240,3904,10179
775085132600442880,4723,15565
774757898236878852,1790,8617
774639387460112384,1730,6734
774314403806253056,5508,21780
773985732834758656,3849,10718
773922284943896577,1746,6402
773704687002451968,1625,6597
773670353721753600,1310,5358
773547596996571136,6143,22109
773336787167145985,5060,0
773308824254029826,7462,23325
773247561583001600,3247,9466
773191612633579521,4125,9981
772877495989305348,3869,8550
772826264096874500,2344,8042
772615324260794368,3369,0
772581559778025472,1696,6491
772193107915964416,1388,6036
772152991789019136,1125,3799
772117678702071809,737,3774
772114945936949249,466,2728
772102971039580160,942,3993
771908950375665664,1902,6582
771770456517009408,3355,12003
771500966810099713,2605,8256
771380798096281600,5060,10464
771171053431250945,7429,0
771136648247640064,2916,9140
771102124360998913,1437,6232
771014301343748096,1650,6859
770787852854652928,1197,4919
770772759874076672,1413,5166
770655142660169732,1762,7333
770414278348247044,2095,6320
770293558247038976,1471,6234
770093767776997377,3040,0
770069151037685760,2289,7587
769940425801170949,9520,31270
769695466921623552,1679,6402
769335591808995329,7702,0
769212283578875904,1711,5386
768970937022709760,6486,14329
768909767477751808,2662,0
768855141948723200,881,4193
768609597686943744,1201,4113
768596291618299904,1278,5030
768554158521745409,5825,0
768473857036525572,3411,13607
768193404517830656,3524,10845
767884188863397888,1376,4733
767754930266464257,5365,15961
767500508068192258,2332,7493
767191397493538821,3743,12289
767122157629476866,2845,10152
766864461642756096,5602,0
766793450729734144,1351,5057
766714921925144576,376,2608
766693177336135680,790,3997
766423258543644672,1580,5986
766313316352462849,1881,6780
766078092750233600,2609,0
766069199026450432,849,4216
766008592277377025,494,3736
765719909049503744,2145,7216
765669560888528897,1218,5175
765395769549590528,3366,26561
765371061932261376,2155,7050
765222098633691136,3369,11600
764857477905154048,1768,6432
764259802650378240,1492,5994
763956972077010945,54,759
763837565564780549,4130,12518
763183847194451968,1462,5362
763167063695355904,2987,0
763103485927849985,2277,7331
762699858130116608,3591,12096
762471784394268675,6375,11181
762464539388485633,4158,10260
762316489655476224,1116,4783
762035686371364864,15465,31730
761976711479193600,1995,5388
761750502866649088,3888,0
761745352076779520,859,4261
761672994376806400,28894,49283
761599872357261312,1183,4110
761371037149827077,17953,0
761334018830917632,1441,5174
761292947749015552,1079,4468
761227390836215808,1556,5306
761004547850530816,3448,11282
760893934457552897,967,3804
760656994973933572,1897,6557
760641137271070720,1286,4958
760539183865880579,3591,7527
760521673607086080,1380,4200
760290219849637889,11398,26655
760252756032651264,863,3934
760190180481531904,1784,5671
760153949710192640,30,0
759943073749200896,2061,5922
759923798737051648,5602,14605
759846353224826880,1950,6702
759793422261743616,1890,5921
759557299618865152,1177,4666
759447681597108224,2438,8443
759446261539934208,483,1663
759197388317847553,1929,6045
759159934323924993,1146,0
759099523532779520,4131,14428
759047813560868866,1992,6447
758854675097526272,888,3532
758828659922702336,3809,11163
758740312047005698,1604,5704
758474966123810816,990,3781
758467244762497024,2190,4751
758405701903519748,1891,5185
758355060040593408,1059,3378
758099635764359168,9890,18952
758041019896193024,369,2690
757741869644341248,3220,6847
757729163776290825,7855,0
757725642876129280,1197,4520
757611664640446465,1095,4542
757597904299253760,298,0
757596066325864448,1045,4309
757400162377592832,6780,15024
757393109802180609,1720,5777
757354760399941633,1405,4488
756998049151549440,1969,6236
756939218950160384,1989,6606
756651752796094464,1285,5014
756526248105566208,3549,10356
756303284449767430,1088,3898
756288534030475264,17528,43734
756275833623502848,1514,6365
755955933503782912,2852,7272
755206590534418437,5310,16326
755110668769038337,10986,21039
754874841593970688,7820,0
754856583969079297,2487,6856
754747087846248448,514,2570
754482103782404096,1935,5247
754449512966619136,727,3715
754120377874386944,2334,7830
753655901052166144,2152,5791
753420520834629632,3524,7844
753398408988139520,1880,5710
753375668877008896,2298,7586
753298634498793472,5639,0
753294487569522689,1027,3345
753039830821511168,20650,36846
753026973505581056,953,3893
752932432744185856,6798,12523
752917284578922496,1560,6891
752701944171524096,2828,0
752682090207055872,1577,5958
752660715232722944,1541,4354
752568224206688256,2255,5456
752519690950500352,3405,7310
752334515931054080,1082,3790
752309394570878976,16073,0
752173152931807232,1813,5913
751950017322246144,904,3036
751937170840121344,1313,5149
751830394383790080,1925,5763
751793661361422336,2871,5778
751598357617971201,3014,7856
751583847268179968,1089,4351
751538714308972544,1245,5001
751456908746354688,990,3186
751251247299190784,5805,12404
751205363882532864,1797,6283
751132876104687617,1287,5019
750868782890057730,1347,4747
750719632563142656,4966,13059
750506206503038976,1131,4405
750429297815552001,4230,13066
750383411068534784,1138,4522
750381685133418496,27,686
750147208377409536,947,3076
750132105863102464,1283,3581
750117059602808832,1293,4295
750101899009982464,830,3018
750086836815486976,525,2151
750071704093859840,3280,7760
750056684286914561,885,3136
750041628174217216,607,3149
750026558547456000,776,2702
750011400160841729,894,3219
749996283729883136,805,3040
749981277374128128,2431,5085
749774190421639168,1304,4626
749417653287129088,1621,6053
749403093750648834,528,2594
749395845976588288,3396,8476
749317047558017024,2213,5449
749075273010798592,2051,5704
749064354620928000,1502,4767
749036806121881602,787,3062
748977405889503236,3358,10668
748932637671223296,2216,5751
748705597323898880,939,2754
748699167502000129,1563,4693
748692773788876800,1319,4208
748575535303884801,1950,6006
748568946752774144,665,2178
748346686624440324,1217,5164
748337862848962560,4045,7551
748324050481647620,748,3644
748307329658011649,701,3641
748220828303695873,7680,13979
747963614829678593,2106,5713
747933425676525569,2503,6534
747885874273214464,956,2904
747844099428986880,739,2787
747816857231626240,1144,4796
747651430853525504,153,1372
747648653817413632,5772,12742
747600769478692864,550,2301
747594051852075008,1046,3629
747512671126323200,1589,5470
747461612269887489,1030,3828
747439450712596480,1888,5361
747242308580548608,2875,0
747219827526344708,1541,5198
747204161125646336,908,3337
747103485104099331,3919,9451
746906459439529985,292,2861
746872823977771008,2101,5910
746818907684614144,1716,5258
746790600704425984,1579,4808
746757706116112384,3851,9461
746726898085036033,1768,5973
746542875601690625,1852,4973
746521445350707200,973,0
746507379341139972,1070,4596
746369468511756288,1610,6108
746131877086527488,2168,6828
746056683365994496,801,3520
745789745784041472,1051,3965
745712589599014916,2293,6914
745433870967832576,2498,6989
745422732645535745,2399,8467
745314880350101504,2714,7084
745074613265149952,3425,7732
745057283344719872,2214,7174
744995568523612160,606,2938
744971049620602880,2642,7773
744709971296780288,1540,5539
744334592493166593,2072,6694
744234799360020481,76518,154251
744223424764059648,356,1638
743980027717509120,1075,4117
743895849529389061,950,3605
743835915802583040,2035,0
743609206067040256,1357,4407
743595368194129920,6419,18092
743545585370791937,926,3483
743510151680958465,3678,7827
743253157753532416,1203,4164
743222593470234624,1881,6114
743210557239623680,1338,3780
742534281772302336,3512,6978
742528092657332225,1935,4352
742465774154047488,3858,7159
742423170473463808,3691,9685
742385895052087300,1935,6710
742161199639494656,1345,4265
742150209887731712,1520,5033
741793263812808706,1490,4478
741743634094141440,2699,8053
741438259667034112,810,3634
741303864243200000,3147,8650
741099773336379392,5417,9839
741067306818797568,3040,9382
740995100998766593,2684,6263
740711788199743490,919,3352
740699697422163968,767,2804
740676976021798912,6709,17897
740373189193256964,13091,34530
740365076218183684,422,2422
740359016048689152,850,3247
740214038584557568,1927,6590
739979191639244800,5825,19662
739932936087216128,1058,3996
739844404073074688,845,3748
739623569819336705,1332,3711
739606147276148736,1629,5310
739544079319588864,20824,38880
739485634323156992,2877,7047
739238157791694849,56872,114080
738891149612572673,6,108
738885046782832640,1124,3718
738883359779196928,777,3256
738537504001953792,1497,5010
738402415918125056,812,3200
738184450748633089,1195,4246
738166403467907072,3290,8635
738156290900254721,627,2458
737826014890496000,1736,5181
737800304142471168,3398,9831
737678689543020544,1282,4962
737445876994609152,4368,10073
737322739594330112,798,3548
737310737551491075,7272,14411
736736130620620800,1694,4178
736392552031657984,7228,17394
736365877722001409,1215,3901
736225175608430592,2723,7979
736010884653420544,2923,7751
735991953473572864,1124,3532
735648611367784448,1080,3969
735635087207878657,2305,6061
735274964362878976,4920,12798
735256018284875776,862,3269
735137028879360001,953,3074
734912297295085568,516,2703
734787690684657664,6162,12311
734776360183431168,527,2459
734559631394082816,389,1461
733828123016450049,762,3518
733822306246479872,1004,3599
733482008106668032,928,3079
733460102733135873,1251,4117
733109485275860992,16501,49342
732732193018155009,525,2389
732726085725589504,873,3490
732585889486888962,765,3597
732375214819057664,2461,7927
732005617171337216,5279,14610
731285275100512256,974,3420
